15:12:54.325 383,0.27,0.17,-0.75,0.01,-0.00,-0.00
15:12:54.345 384,0.26,0.20,-0.74,0.01,0.01,0.00
15:12:54.365 385,0.31,0.21,-0.83,-0.01,0.03,0.01
15:12:54.385 386,0.32,0.16,-0.84,-0.02,-0.00,0.02
15:12:54.405 387,0.39,0.22,-0.80,0.03,-0.03,-0.03
15:12:54.425 388,0.35,0.18,-0.76,0.00,0.02,0.01
15:12:54.445 389,0.27,0.20,-0.79,0.01,0.02,-0.01
15:12:54.465 390,0.26,0.23,-0.88,-0.02,-0.04,0.00
15:12:54.485 391,0.32,0.20,-0.84,-0.02,-0.00,0.02
15:12:54.505 392,0.23,0.18,-0.80,-0.01,-0.03,-0.02
15:12:54.525 393,0.39,0.19,-0.80,-0.00,-0.01,-0.02
15:12:54.545 394,0.36,0.20,-0.70,-0.02,-0.02,-0.04
15:12:54.565 395,0.28,0.18,-0.87,-0.00,0.02,-0.01
15:12:54.585 396,0.21,0.19,-0.77,-0.03,0.00,0.03
15:12:54.605 397,0.37,0.28,-0.73,-0.02,-0.03,-0.00
15:12:54.625 398,0.29,0.23,-0.69,0.01,0.02,-0.03
15:12:54.645 399,0.36,0.19,-0.82,0.01,-0.03,-0.01
15:12:54.665 400,7.00,0.23,-0.78,-0.01,0.01,-0.03
15:12:54.685 401,0.27,0.18,-0.77,-0.02,-0.02,-0.02
15:12:54.705 402,0.30,0.26,-0.79,-0.02,-0.01,0.01
15:12:54.725 403,0.30,0.22,-0.80,-0.01,0.01,-0.02
15:12:54.745 404,0.28,0.19,-0.78,0.01,0.01,0.02
15:12:54.765 405,0.33,0.22,-0.93,0.02,0.03,-0.00
15:12:54.785 406,0.25,0.12,-0.77,-0.01,-0.00,0.00
15:12:54.805 407,0.29,0.14,-0.79,-0.02,0.01,-0.01
15:12:54.825 408,0.31,0.14,-0.81,0.01,-0.01,0.02
15:12:54.845 409,0.33,0.21,-0.70,-0.02,0.00,0.02
15:12:54.865 410,0.34,0.29,-0.83,-0.01,0.01,0.01
15:12:54.885 411,0.24,0.31,-0.82,0.03,-0.00,0.01
15:12:54.905 412,0.22,0.23,-0.70,0.02,-0.04,-0.00
15:12:54.925 413,0.36,0.23,-0.84,0.00,0.01,0.01
15:12:54.945 414,0.32,0.11,-0.83,-0.03,0.01,-0.01
15:12:54.965 415,0.26,0.17,-0.81,0.00,-0.01,0.00
15:12:54.985 416,0.38,0.16,-0.76,0.02,-0.03,-0.01
15:12:55.005 417,0.31,0.17,-0.79,-0.01,0.03,-0.01
15:12:55.025 418,0.36,0.19,-0.86,0.03,0.01,-0.01
15:12:55.045 419,0.30,0.18,-0.83,0.03,-0.00,0.01
15:12:55.065 420,0.40,0.10,-0.83,0.03,-0.02,0.03
15:12:55.085 421,0.39,0.24,-0.80,0.01,-0.02,0.02
15:12:55.105 422,0.29,0.15,-0.78,0.01,0.03,-0.03
15:12:55.125 423,0.35,0.21,-0.78,0.03,0.00,0.03
15:12:55.145 424,0.33,0.30,-0.89,0.01,-0.01,-0.01
15:12:55.165 425,0.37,0.15,-0.75,-0.01,0.01,0.01
15:12:55.185 426,0.25,0.07,-0.79,-0.01,-0.02,-0.02
15:12:55.205 427,0.33,0.19,-0.73,0.00,0.03,0.00
15:12:55.225 428,0.35,0.26,-0.78,-0.03,0.03,0.01
15:12:55.245 429,0.21,0.30,-0.74,-0.00,-0.01,-0.03
15:12:55.265 430,0.24,0.14,-0.78,0.02,-0.01,0.01
15:12:55.285 431,0.20,0.22,-0.73,-0.04,-0.05,0.03
15:12:55.305 432,0.29,0.18,-0.77,0.03,-0.03,-0.00
15:12:55.325 433,0.34,0.19,-0.80,0.02,-0.03,0.03
15:12:55.345 434,0.38,0.33,-0.69,-0.01,0.00,-0.00
15:12:55.365 435,0.30,0.12,-0.76,0.01,-0.01,0.02
15:12:55.385 436,0.38,0.21,-0.77,0.00,-0.03,-0.04
15:12:55.405 437,0.23,0.22,-0.86,0.02,-0.01,0.05
15:12:55.425 438,0.21,0.25,-0.86,0.02,0.01,0.03
15:12:55.445 439,0.30,0.20,-0.79,-0.03,0.01,-0.01
15:12:55.465 440,0.32,0.22,-0.79,0.01,-0.04,-0.04
15:12:55.485 441,0.30,0.18,-0.83,-0.00,-0.00,0.01
15:12:55.505 442,0.20,0.21,-0.79,0.00,-0.03,-0.03
15:12:55.525 443,0.30,0.18,-0.72,-0.01,0.02,0.01
15:12:55.545 444,0.23,0.23,-0.77,0.03,0.02,0.01
15:12:55.565 445,0.33,0.18,-0.86,0.02,-0.02,-0.02
15:12:55.585 446,0.32,0.22,-0.81,-0.01,-0.02,0.02
15:12:55.605 447,0.25,0.20,-0.84,-0.03,-0.01,0.02
15:12:55.625 448,0.27,0.26,-0.82,-0.01,-0.05,0.02
15:12:55.645 449,0.25,0.20,-0.82,0.01,0.01,0.00
15:12:55.665 450,0.30,0.11,-0.82,0.00,-0.01,-0.03
15:12:55.685 451,0.35,0.26,-0.86,0.03,0.02,0.02
15:12:55.705 452,0.25,0.15,-0.81,0.02,-0.02,-0.01
15:12:55.725 453,0.33,0.17,-0.83,0.02,-0.01,-0.03
15:12:55.745 454,0.27,0.17,-0.95,0.01,-0.03,0.03
15:12:55.765 455,0.26,0.27,-0.70,-0.03,-0.02,0.04
15:12:55.785 456,0.29,0.09,-0.75,-0.00,-0.02,-0.00
15:12:55.805 457,0.25,0.36,-0.82,0.02,0.02,0.04
15:12:55.825 458,0.27,0.25,-0.80,-0.00,-0.01,0.00
15:12:55.845 459,0.24,0.21,-0.86,0.01,0.00,-0.01
15:12:55.865 460,0.40,0.20,-0.72,-0.01,-0.01,-0.01
15:12:55.885 461,0.30,0.21,-0.71,-0.02,-0.03,0.03
15:12:55.905 462,0.27,0.23,-0.79,-0.00,-0.00,-0.02
15:12:55.925 463,0.31,0.23,-0.75,0.01,0.01,0.01
15:12:55.945 464,0.29,0.23,-0.79,-0.01,-0.02,-0.01
15:12:55.965 465,0.29,0.20,-0.87,-0.00,0.02,-0.01
15:12:55.985 466,0.33,0.19,-0.82,-0.02,-0.02,0.02
15:12:56.005 467,0.34,0.19,-0.79,0.02,-0.01,-0.01
15:12:56.025 468,0.27,0.19,-0.82,-0.01,0.01,-0.01
15:12:56.045 469,0.27,0.26,-0.81,0.03,-0.01,0.02
15:12:56.065 470,0.29,0.23,-0.80,0.03,0.00,0.03
15:12:56.085 471,0.18,0.05,-0.80,-0.00,-0.01,0.01
15:12:56.105 472,0.22,0.23,-0.80,-0.02,0.00,-0.01
15:12:56.125 473,0.37,0.21,-0.85,-0.04,-0.05,-0.01
15:12:56.145 474,0.38,0.20,-0.84,-0.03,-0.04,0.00
15:12:56.165 475,0.29,0.18,-0.86,-0.03,0.01,0.01
15:12:56.185 476,0.33,0.26,-0.75,0.03,0.02,-0.02
15:12:56.205 477,0.32,0.25,-0.91,0.00,-0.02,0.01
15:12:56.225 478,0.45,0.16,-0.74,0.01,-0.00,0.00
15:12:56.245 479,0.36,0.22,-0.73,-0.04,0.01,-0.03
15:12:56.265 480,0.29,0.15,-0.82,-0.02,0.01,-0.02
15:12:56.285 481,0.25,0.13,-0.93,0.02,-0.04,-0.01
15:12:56.305 482,0.22,0.17,-0.82,0.01,-0.02,-0.00
15:12:56.325 483,0.31,0.24,-0.80,-0.00,-0.01,0.04
15:12:56.345 484,0.26,0.25,-0.85,0.01,0.01,0.00
15:12:56.365 485,0.23,0.23,-0.83,0.03,0.05,-0.02
15:12:56.385 486,0.27,0.24,-0.72,-0.00,-0.00,0.00
15:12:56.405 487,0.25,0.23,-0.77,0.00,-0.03,-0.01
15:12:56.425 488,0.38,0.17,-0.85,0.00,0.01,0.01
15:12:56.445 489,0.34,0.22,-0.88,0.05,0.03,0.01
15:12:56.465 490,0.30,0.24,-0.82,-0.04,0.00,0.02
15:12:56.485 491,0.37,0.24,-0.81,0.01,-0.02,-0.00
15:12:56.505 492,0.30,0.26,-0.78,-0.00,0.02,0.03
15:12:56.525 493,0.26,0.24,-0.83,0.01,0.01,0.02
15:12:56.545 494,0.38,0.22,-0.77,-0.01,-0.02,-0.01
15:12:56.565 495,0.33,0.25,-0.70,-0.00,0.01,0.04
15:12:56.585 496,0.25,0.20,-0.76,0.01,0.02,0.01
15:12:56.605 497,0.29,0.16,-0.80,0.06,0.02,-0.02
15:12:56.625 498,0.26,0.19,-0.81,0.02,-0.00,0.03
15:12:56.645 499,0.23,0.16,-0.82,-0.02,-0.01,0.04
15:12:56.665 500,0.35,0.17,3.20,-0.01,0.02,-0.00
15:12:56.685 501,0.40,0.19,3.20,-0.01,-0.02,-0.01
15:12:56.705 502,0.23,0.16,3.20,-0.04,0.01,-0.00
15:12:56.725 503,0.33,0.18,3.20,-0.01,-0.03,0.01
15:12:56.745 504,0.27,0.11,3.20,0.01,0.02,0.03
15:12:56.765 505,0.28,0.21,3.20,-0.03,-0.01,0.01
15:12:56.785 506,0.27,0.20,3.20,0.02,0.03,0.00
15:12:56.805 507,0.26,0.16,3.20,0.01,0.01,0.03
15:12:56.825 508,0.30,0.23,3.20,-0.01,-0.02,-0.01
15:12:56.845 509,0.26,0.25,3.20,-0.00,0.03,0.02
15:12:56.865 510,0.31,0.12,3.20,0.03,0.03,-0.01
15:12:56.885 511,0.30,0.16,3.20,0.01,0.02,0.01
15:12:56.905 512,0.29,0.16,3.20,0.00,-0.02,-0.00
15:12:56.925 513,0.25,0.15,3.20,-0.00,-0.01,-0.00
15:12:56.945 514,0.27,0.24,3.20,0.00,0.00,-0.01
15:12:56.965 515,0.34,0.19,3.20,-0.01,-0.01,0.03
15:12:56.985 516,0.33,0.19,3.20,-0.04,0.03,-0.01
15:12:57.005 517,0.25,0.10,3.20,0.04,0.00,-0.01
15:12:57.025 518,0.30,0.23,3.20,0.00,-0.05,0.04
15:12:57.045 519,0.34,0.14,3.20,0.01,0.01,0.02
15:12:57.065 520,0.22,0.20,3.20,-0.00,-0.01,-0.05
15:12:57.085 521,0.33,0.21,3.20,-0.01,-0.00,-0.01
15:12:57.105 522,0.27,0.27,3.20,-0.00,-0.01,-0.04
15:12:57.125 523,0.33,0.13,3.20,-0.03,0.02,-0.02
15:12:57.145 524,0.26,0.05,3.20,0.05,0.02,-0.06
15:12:57.165 525,0.21,0.21,3.20,-0.02,0.01,-0.00
15:12:57.185 526,0.22,0.29,3.20,-0.02,-0.01,-0.02
15:12:57.205 527,0.30,0.26,3.20,-0.01,-0.00,0.00
15:12:57.225 528,0.31,0.21,3.20,0.03,0.00,-0.03
15:12:57.245 529,0.25,0.18,3.20,0.00,-0.02,0.00
15:12:57.265 530,0.33,0.24,3.20,-0.02,0.01,-0.01
15:12:57.285 531,0.22,0.15,3.20,0.03,0.01,0.03
15:12:57.305 532,0.30,0.22,3.20,0.01,0.03,0.03
15:12:57.325 533,0.24,0.23,3.20,0.01,0.03,0.02
15:12:57.345 534,0.27,0.25,3.20,0.01,-0.01,-0.01
15:12:57.365 535,0.30,0.34,3.20,0.05,0.02,0.04
15:12:57.385 536,0.26,0.22,3.20,0.04,-0.02,-0.03
15:12:57.405 537,0.28,0.17,3.20,-0.01,0.01,-0.03
15:12:57.425 538,0.35,0.20,3.20,0.03,-0.01,-0.00
15:12:57.445 539,0.27,0.11,3.20,0.01,-0.02,0.05
15:12:57.465 540,0.34,0.17,3.20,0.01,0.01,-0.00
15:12:57.485 541,0.24,0.18,3.20,-0.03,-0.05,-0.00
15:12:57.505 542,0.33,0.17,3.20,-0.00,-0.04,-0.03
15:12:57.525 543,0.37,0.21,3.20,-0.02,-0.00,0.02
15:12:57.545 544,0.18,0.16,3.20,0.02,0.00,0.02
15:12:57.565 545,0.26,0.26,3.20,0.02,-0.01,0.02
15:12:57.585 546,0.33,0.20,3.20,-0.04,-0.03,-0.01
15:12:57.605 547,0.29,0.20,3.20,-0.00,-0.02,-0.01
15:12:57.625 548,0.32,0.18,3.20,0.02,0.01,-0.03
15:12:57.645 549,0.27,0.21,3.20,-0.00,0.01,0.00
15:12:57.665 550,0.30,0.24,3.20,0.01,-0.00,-0.02
15:12:57.685 551,0.29,0.16,3.20,0.01,0.02,-0.02
15:12:57.705 552,0.36,0.17,3.20,0.01,0.01,-0.01
15:12:57.725 553,0.31,0.18,3.20,-0.01,-0.01,-0.01
15:12:57.745 554,0.32,0.13,3.20,-0.02,-0.01,-0.01
15:12:57.765 555,0.28,0.16,3.20,-0.02,-0.03,0.01
15:12:57.785 556,0.28,0.18,3.20,0.01,-0.00,0.00
15:12:57.805 557,0.28,0.24,3.20,0.00,0.02,-0.01
15:12:57.825 558,0.32,0.21,3.20,-0.00,0.01,0.00
15:12:57.845 559,0.28,0.21,3.20,-0.01,0.03,-0.02
15:12:57.865 560,0.31,0.24,3.20,-0.01,-0.01,0.00
15:12:57.885 561,0.40,0.19,3.20,0.02,0.03,0.00
15:12:57.905 562,0.34,0.22,3.20,-0.01,-0.00,-0.03
15:12:57.925 563,0.28,0.19,3.20,-0.03,0.03,0.02
15:12:57.945 564,0.36,0.21,3.20,0.01,-0.00,-0.02
15:12:57.965 565,0.28,0.17,3.20,-0.00,0.01,0.00
15:12:57.985 566,0.20,0.08,3.20,0.00,0.03,0.02
15:12:58.005 567,0.25,0.19,3.20,0.03,-0.00,0.02
15:12:58.025 568,0.21,0.27,3.20,-0.00,0.00,0.00
15:12:58.045 569,0.28,0.25,3.20,0.01,0.03,-0.01
15:12:58.065 570,0.30,0.25,3.20,-0.02,-0.00,0.02
15:12:58.085 571,0.38,0.26,3.20,-0.00,-0.03,0.01
15:12:58.105 572,0.32,0.20,3.20,0.01,0.04,-0.01
15:12:58.125 573,0.29,0.21,3.20,-0.03,-0.01,-0.02
15:12:58.145 574,0.34,0.17,3.20,0.00,0.00,-0.04
15:12:58.165 575,0.19,0.18,3.20,0.00,0.02,0.00
15:12:58.185 576,0.31,0.23,3.20,0.00,-0.01,-0.00
15:12:58.205 577,0.34,0.26,3.20,0.02,-0.02,0.02
15:12:58.225 578,0.23,0.19,3.20,0.01,0.01,0.01
15:12:58.245 579,0.36,0.18,3.20,0.03,-0.04,0.03
15:12:58.265 580,0.32,0.20,3.20,-0.02,-0.01,-0.01
15:12:58.285 581,0.28,0.23,3.20,0.00,0.00,0.02
15:12:58.305 582,0.33,0.13,3.20,0.00,-0.01,-0.01
15:12:58.325 583,0.41,0.09,3.20,-0.02,-0.03,0.02
15:12:58.345 584,0.31,0.17,3.20,0.02,0.03,-0.03
15:12:58.365 585,0.31,0.14,3.20,0.05,0.00,0.00
15:12:58.385 586,0.28,0.17,3.20,-0.00,0.03,-0.04
15:12:58.405 587,0.26,0.19,3.20,0.01,-0.01,-0.01
15:12:58.425 588,0.34,0.18,3.20,0.00,-0.02,0.01
15:12:58.445 589,0.26,0.27,3.20,-0.01,0.01,-0.01
15:12:58.465 590,0.30,0.22,3.20,-0.04,-0.00,-0.02
15:12:58.485 591,0.28,0.22,3.20,-0.01,-0.02,0.02
15:12:58.505 592,0.32,0.23,3.20,-0.03,0.03,-0.00
15:12:58.525 593,0.32,0.14,3.20,0.03,-0.01,-0.01
15:12:58.545 594,0.35,0.25,3.20,-0.00,-0.04,0.00
15:12:58.565 595,0.27,0.20,3.20,-0.01,0.03,0.05
15:12:58.585 596,0.29,0.23,3.20,0.02,-0.01,0.02
15:12:58.605 597,0.25,0.15,3.20,-0.02,-0.01,0.02
15:12:58.625 598,0.28,0.12,3.20,-0.02,-0.04,0.01
15:12:58.645 599,0.32,0.24,3.20,0.00,0.03,0.00
15:12:58.665 600,0.34,0.22,3.20,0.02,-0.03,-0.05
15:12:58.685 601,0.25,0.15,3.20,0.01,0.00,-0.01
15:12:58.705 602,0.34,0.16,3.20,0.00,0.02,-0.01
15:12:58.725 603,0.37,0.26,3.20,0.00,0.01,-0.04
15:12:58.745 604,0.32,0.14,3.20,0.01,-0.00,-0.02
15:12:58.765 605,0.39,0.28,3.20,0.00,-0.03,-0.04
15:12:58.785 606,0.26,0.15,3.20,-0.02,-0.02,-0.00
15:12:58.805 607,0.24,0.23,3.20,0.00,0.00,0.02
15:12:58.825 608,0.21,0.18,3.20,-0.02,-0.02,0.02
15:12:58.845 609,0.37,0.23,3.20,0.00,0.00,0.01
15:12:58.865 610,0.33,0.17,3.20,-0.01,0.01,-0.02
15:12:58.885 611,0.30,0.19,3.20,0.05,0.02,-0.04
15:12:58.905 612,0.31,0.20,3.20,-0.00,-0.02,-0.04
15:12:58.925 613,0.24,0.15,3.20,-0.03,0.04,-0.03
15:12:58.945 614,0.42,0.24,3.20,-0.00,0.02,-0.02
15:12:58.965 615,0.31,0.17,3.20,0.01,-0.00,-0.00
15:12:58.985 616,0.31,0.19,3.20,0.03,0.02,-0.02
15:12:59.005 617,0.34,0.15,3.20,-0.01,0.05,0.01
15:12:59.025 618,0.32,0.07,3.20,-0.03,-0.03,-0.00
15:12:59.045 619,0.31,0.19,3.20,0.02,-0.00,0.00
15:12:59.065 620,0.26,0.32,3.20,-0.03,-0.05,0.02
15:12:59.085 621,0.32,0.24,3.20,-0.01,0.00,-0.02
15:12:59.105 622,0.39,0.20,3.20,-0.01,0.01,0.01
15:12:59.125 623,0.37,0.19,3.20,-0.00,-0.00,-0.00
15:12:59.145 624,0.38,0.20,3.20,0.01,-0.01,-0.01
15:12:59.165 625,0.27,0.23,3.20,-0.01,-0.04,0.02
15:12:59.185 626,0.25,0.14,3.20,-0.01,0.01,0.02
15:12:59.205 627,0.29,0.26,3.20,-0.00,0.03,-0.02
15:12:59.225 628,0.30,0.24,3.20,0.00,-0.01,-0.00
15:12:59.245 629,0.35,0.24,3.20,0.00,0.01,0.01
15:12:59.265 630,0.22,0.22,3.20,0.01,-0.03,-0.01
15:12:59.285 631,0.38,0.20,3.20,0.02,0.01,0.01
15:12:59.305 632,0.29,0.23,3.20,0.01,-0.01,0.01
15:12:59.325 633,0.28,0.23,3.20,0.01,-0.02,0.04
15:12:59.345 634,0.25,0.18,3.20,-0.03,-0.02,-0.03
15:12:59.365 635,0.22,0.17,3.20,0.00,-0.01,-0.00
15:12:59.385 636,0.34,0.21,3.20,0.01,0.01,-0.02
15:12:59.405 637,0.30,0.28,3.20,0.01,-0.03,0.01
15:12:59.425 638,0.24,0.14,3.20,-0.01,-0.01,-0.03
15:12:59.445 639,0.24,0.13,3.20,-0.01,-0.00,0.01
15:12:59.465 640,0.28,0.21,3.20,-0.01,-0.02,-0.01
15:12:59.485 641,0.38,0.20,3.20,0.01,0.04,-0.01
15:12:59.505 642,0.29,0.21,3.20,0.02,-0.02,-0.03
15:12:59.525 643,0.22,0.21,3.20,-0.01,-0.01,-0.01
15:12:59.545 644,0.29,0.19,3.20,0.02,-0.02,0.02
15:12:59.565 645,0.29,0.27,3.20,0.00,0.04,-0.00
15:12:59.585 646,0.17,0.12,3.20,-0.00,0.01,0.01
15:12:59.605 647,0.30,0.16,3.20,-0.00,-0.02,0.03
15:12:59.625 648,0.29,0.19,3.20,0.01,0.02,0.01
15:12:59.645 649,0.33,0.12,3.20,0.01,0.00,-0.01
15:12:59.665 650,0.39,0.19,3.20,0.05,0.01,0.01
15:12:59.685 651,0.36,0.28,3.20,-0.02,-0.01,-0.01
15:12:59.705 652,0.29,0.20,3.20,0.01,-0.01,-0.01
15:12:59.725 653,0.24,0.21,3.20,-0.01,0.01,-0.03
15:12:59.745 654,0.43,0.14,3.20,-0.02,-0.01,0.02
15:12:59.765 655,0.30,0.17,3.20,-0.00,0.04,-0.01
15:12:59.785 656,0.30,0.18,3.20,0.00,-0.03,0.00
15:12:59.805 657,0.30,0.18,3.20,0.06,0.03,-0.02
15:12:59.825 658,0.31,0.26,3.20,-0.00,-0.00,0.01
15:12:59.845 659,0.29,0.23,3.20,-0.02,0.01,-0.02
15:12:59.865 660,0.27,0.14,3.20,0.01,0.02,-0.00
15:12:59.885 661,0.27,0.21,3.20,-0.04,-0.01,0.02
15:12:59.905 662,0.30,0.22,3.20,-0.00,0.02,0.02
15:12:59.925 663,0.27,0.26,3.20,0.00,-0.05,-0.00
15:12:59.945 664,0.26,0.28,3.20,0.02,-0.01,-0.04
15:12:59.965 665,0.31,0.15,3.20,0.02,-0.02,0.06
15:12:59.985 666,0.29,0.16,3.20,-0.01,-0.03,0.03
15:13:00.005 667,0.38,0.14,3.20,-0.00,-0.00,0.01
15:13:00.025 668,0.17,0.19,3.20,-0.02,0.01,-0.02
15:13:00.045 669,0.35,0.22,3.20,-0.02,0.01,-0.00
15:13:00.065 670,0.36,0.25,3.20,0.01,0.00,-0.01
15:13:00.085 671,0.20,0.20,3.20,-0.03,-0.01,0.03
15:13:00.105 672,0.28,0.18,3.20,-0.01,0.01,0.01
15:13:00.125 673,0.28,0.21,3.20,-0.02,0.00,-0.02
15:13:00.145 674,0.23,0.16,3.20,0.01,0.02,-0.01
15:13:00.165 675,0.26,0.30,3.20,0.04,0.02,0.02
15:13:00.185 676,0.24,0.12,3.20,-0.03,0.00,0.03
15:13:00.205 677,0.39,0.21,3.20,-0.04,-0.02,0.03
15:13:00.225 678,0.35,0.30,3.20,-0.00,-0.01,0.02
15:13:00.245 679,0.36,0.20,3.20,0.00,-0.01,-0.01
15:13:00.265 680,0.34,0.19,3.20,0.00,-0.01,-0.06
15:13:00.285 681,0.24,0.18,3.20,-0.01,0.01,0.01
15:13:00.305 682,0.27,0.19,3.20,-0.00,0.01,-0.00
15:13:00.325 683,0.32,0.27,3.20,0.01,-0.00,0.00
15:13:00.345 684,0.24,0.09,3.20,0.02,0.00,0.00
15:13:00.365 685,0.34,0.28,3.20,-0.04,0.00,-0.03
15:13:00.385 686,0.29,0.13,3.20,-0.01,-0.01,0.01
15:13:00.405 687,0.28,0.19,3.20,0.00,-0.02,0.01
15:13:00.425 688,0.34,0.18,3.20,-0.02,-0.04,0.01
15:13:00.445 689,0.32,0.23,3.20,0.03,-0.01,0.02
15:13:00.465 690,0.28,0.12,3.20,-0.01,0.01,0.01
15:13:00.485 691,0.36,0.22,3.20,-0.00,-0.01,-0.01
15:13:00.505 692,0.25,0.30,3.20,0.01,-0.00,-0.00
15:13:00.525 693,0.33,0.13,3.20,-0.01,0.01,0.00
15:13:00.545 694,0.33,0.21,3.20,-0.04,0.01,0.00
15:13:00.565 695,0.28,0.17,3.20,-0.01,-0.02,0.02
15:13:00.585 696,0.32,0.22,3.20,0.02,0.02,0.01
15:13:00.605 697,0.24,0.20,3.20,-0.01,0.02,0.04
15:13:00.625 698,0.35,0.17,3.20,-0.02,-0.02,0.04
15:13:00.645 699,0.29,0.22,3.20,0.02,-0.02,0.00
15:13:00.665 700,0.27,0.29,3.20,-0.01,0.02,-0.08
15:13:00.685 701,0.35,0.19,3.20,-0.01,-0.00,0.02
15:13:00.705 702,0.26,0.24,3.20,0.00,-0.04,-0.01
15:13:00.725 703,0.23,0.14,3.20,0.02,-0.03,-0.02
15:13:00.745 704,0.22,0.15,3.20,0.05,-0.00,-0.01
15:13:00.765 705,0.33,0.22,3.20,0.02,-0.02,-0.01
15:13:00.785 706,0.24,0.27,3.20,0.02,-0.01,0.01
15:13:00.805 707,0.39,0.22,3.20,-0.01,0.00,-0.03
15:13:00.825 708,0.20,0.18,3.20,-0.02,0.03,-0.02
15:13:00.845 709,0.38,0.20,3.20,0.00,-0.01,0.01
15:13:00.865 710,0.31,0.14,3.20,0.00,0.02,0.01
15:13:00.885 711,0.30,0.23,3.20,-0.02,0.03,0.01
15:13:00.905 712,0.27,0.24,3.20,-0.00,0.03,-0.02
15:13:00.925 713,0.32,0.18,3.20,0.01,0.01,-0.02
15:13:00.945 714,0.30,0.18,3.20,0.01,-0.04,-0.01
15:13:00.965 715,0.36,0.21,3.20,0.01,0.01,0.00
15:13:00.985 716,0.31,0.18,3.20,0.01,0.02,0.03
15:13:01.005 717,0.31,0.20,3.20,-0.01,-0.00,-0.04
15:13:01.025 718,0.28,0.30,3.20,-0.01,0.03,-0.00
15:13:01.045 719,0.30,0.19,3.20,-0.02,0.02,-0.03
15:13:01.065 720,0.32,0.18,3.20,0.04,0.01,-0.03
15:13:01.085 721,0.21,0.17,3.20,0.00,0.02,0.02
15:13:01.105 722,0.23,0.24,3.20,-0.00,0.01,0.01
15:13:01.125 723,0.34,0.19,3.20,-0.02,-0.05,0.01
15:13:01.145 724,0.31,0.17,3.20,0.06,-0.01,0.02
15:13:01.165 725,0.29,0.27,3.20,-0.02,0.02,-0.01
15:13:01.185 726,0.30,0.27,3.20,-0.01,-0.02,-0.01
15:13:01.205 727,0.32,0.17,3.20,0.01,-0.00,0.04
15:13:01.225 728,0.27,0.11,3.20,0.01,-0.02,-0.00
15:13:01.245 729,0.26,0.25,3.20,0.02,0.04,0.01
15:13:01.265 730,0.31,0.17,3.20,0.04,0.03,0.00
15:13:01.285 731,0.25,0.24,3.20,0.01,-0.02,-0.04
15:13:01.305 732,0.32,0.10,3.20,-0.02,0.00,-0.04
15:13:01.325 733,0.21,0.24,3.20,-0.01,-0.01,-0.01
15:13:01.345 734,0.35,0.14,3.20,0.01,0.01,0.02
15:13:01.365 735,0.32,0.24,3.20,0.04,0.01,0.02
15:13:01.385 736,0.31,0.20,3.20,-0.03,0.02,0.02
15:13:01.405 737,0.35,0.15,3.20,0.02,0.01,-0.02
15:13:01.425 738,0.38,0.18,3.20,0.00,0.06,0.03
15:13:01.445 739,0.35,0.23,3.20,0.02,-0.02,-0.02
15:13:01.465 740,0.21,0.21,3.20,-0.00,-0.03,0.00
15:13:01.485 741,0.24,0.23,3.20,-0.02,-0.01,-0.00
15:13:01.505 742,0.27,0.30,3.20,0.02,-0.03,-0.00
15:13:01.525 743,0.30,0.12,3.20,0.01,-0.03,0.03
15:13:01.545 744,0.33,0.28,3.20,0.02,-0.02,-0.01
15:13:01.565 745,0.26,0.21,3.20,-0.00,-0.02,-0.03
15:13:01.585 746,0.31,0.16,3.20,-0.01,-0.02,0.00
15:13:01.605 747,0.26,0.13,3.20,-0.03,0.01,-0.01
15:13:01.625 748,0.27,0.19,3.20,0.02,-0.01,0.07
15:13:01.645 749,0.23,0.25,3.20,0.01,-0.00,0.01
15:13:01.665 750,0.25,0.19,3.20,-0.02,0.02,-0.01
15:13:01.685 751,0.23,0.28,3.20,-0.01,-0.02,-0.02
15:13:01.705 752,0.25,0.13,3.20,-0.01,-0.01,-0.04
15:13:01.725 753,0.35,0.20,3.20,-0.03,0.01,-0.02
15:13:01.745 754,0.25,0.14,3.20,-0.02,-0.04,0.00
15:13:01.765 755,0.43,0.22,3.20,-0.02,-0.05,0.03
15:13:01.785 756,0.32,0.24,3.20,-0.01,0.01,0.02
15:13:01.805 757,0.31,0.18,3.20,-0.01,0.01,0.00
15:13:01.825 758,0.26,0.07,3.20,-0.03,0.04,-0.01
15:13:01.845 759,0.34,0.21,3.20,0.04,0.00,0.01
15:13:01.865 760,0.27,0.22,3.20,0.03,0.02,-0.01
15:13:01.885 761,0.31,0.22,3.20,-0.02,-0.00,0.03
15:13:01.905 762,0.43,0.26,3.20,0.01,0.01,-0.00
15:13:01.925 763,0.30,0.15,3.20,0.01,0.03,-0.00
15:13:01.945 764,0.36,0.23,3.20,0.02,-0.04,-0.04
15:13:01.965 765,0.26,0.26,3.20,-0.02,0.01,-0.00
15:13:01.985 766,0.30,0.11,3.20,0.02,0.04,0.02
15:13:02.005 767,0.39,0.22,3.20,-0.01,0.01,-0.02
15:13:02.025 768,0.27,0.17,3.20,-0.03,0.03,-0.02
15:13:02.045 769,0.39,0.20,3.20,0.01,-0.01,0.02
15:13:02.065 770,0.34,0.22,3.20,0.03,-0.00,-0.03
15:13:02.085 771,0.27,0.18,3.20,0.05,0.00,0.02
15:13:02.105 772,0.33,0.17,3.20,-0.02,-0.04,-0.01
